userId,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07
VNW0000006,0,"19,138,179","19,131,767","41,970,618","19,137,692","19,192,329","19,075,600","18,046,345","28,048,173","51,595,904","27,814,823","20,764,672","21,573,707","21,401,704","49,069,652","20,885,468","20,845,716","17,663,398","20,797,952","18,359,151","31,798,392","33,373,429","27,290,745","18,563,733","22,689,220","23,053,423","19,228,444","22,757,944","22,517,443","16,173,136","22,630,630","19,981,110","23,911,074","24,669,142","29,541,873","16,400,015","24,391,634","23,301,197"
